City,State,Shape,Duration.in.seconds,Description,Date,Longitude,Latitute,Duration
St. Petersburg (50 Se Of),FL,Unknown,900,Sighting Was Reported By An Aircraft Who Was Southeastbound From St. Petersburg Fl To Ft. Lauderdale Fl Along The West Coast Of Fl.  Pi,10/19/1999,27.7705556,-82.6794444,900
Angleton (5 Miles North),TX,Cross,300,Vertical Symmetrical Key-Shaped Or Awl-Shaped Terrestrial (?) Craft As Outlined By 8-To-10 Red Lights.,9/6/2002,29.1691667,-95.4316667,300
Manchester (St.louis),MO,Disk,10,The Unidentifiable Object Went By My 9 Year Old Daughters Bedroom Windowaround 9:30 In The Evening Very Closequietover The Neighbor,10/19/1999,38.5969444,-90.5091667,10
Conestoga,PA,Light,600,I Was Looking Out My Back Window Waiting For My Husband To Come To Bed. I Saw Lights In The Distance (Red And Yellow Flashing) Which W,10/19/1999,39.9405556,-76.3466667,600
Seattle,WA,Sphere,5,Observed A Round Metallic Object Proceeding West Or Sw At Apparent High Rate Of Speed--Object Appeared To Dissappear After 3-5 Seconds,12/2/2000,47.6063889,-122.3308333,5
Springfield,MO,Triangle,180,Triangle Shapes Exhibit Unusual Movements.,12/2/2000,37.2152778,-93.2980556,180
Rohnert Park,CA,Cone,300,Two Steel Colored Almost Rod Shaped Craft That Play Cat And Mouse. Sonoma County/Marin County Sighting. Day Time Sightings Both Times.,12/2/2000,38.3397222,-122.7,300
Las Vegas,NV,Other,240,Observed Horseshoe Shaped Object At Night Front Glowing Yellow Sides Red Over Las Vegas Nv.,12/2/2000,36.175,-115.1363889,240
Mesa,AZ,Disk,14400,White Object Appearing To Be Round With 5 Cylinders Protruding From Bottom,12/2/2000,33.4222222,-111.8219444,14400
Park Forest,IL,Triangle,15,The Aircraft Was Shape Like A Triangle With Circle Lights In Each Corner Ter With A Light In The Middle A Reddish Orange Light Was Blin,10/12/2001,41.4913889,-87.6744444,15
Farmingdale,NY,Light,1800,Long Island Bright Hovering White Light Eye Level On A Clear Night Sky.,10/15/2002,40.7325,-73.4458333,1800
Inwood,NY,Light,5,Big Dipper Has Loose Star,10/15/2002,40.6219444,-73.7472222,5
Union,NJ,Cross,120,At 1:55 P.m. On October 6 I Looked Toward The East Over Union N.j. And Saw What Appeared To Be Two Extremely Small White Aircraft T,10/15/2002,40.6975,-74.2636111,120
Taos,NM,Disk,3600,About 3:30 P.m. In Taos New Mexico My Mother Called Me Into The Living Room To Look Through The Window. There Was A Bright Star. Th,10/15/2002,36.4072222,-105.5725,3600
Boulder,CO,Cigar,10,The Object Tiped Its Wings Because The Sun Shone In My Eyes Twice And Then Dissapeared.,10/15/2002,40.015,-105.27,10
North Las Vegas,NV,Teardrop,4,Shiny Object Went Behind Cloud But Nevr Came Out The Other Side.,7/16/2003,36.1988889,-115.1166667,4
Harrisonville,IL,Oval,20,I Am A 34 Year Man Professional Engineer. Christian. Drug And Alcohol Free. Married With 1 Child And 1 On The Way. I Am Open Minded To,10/15/2002,38.2775,-90.35,20
Provo,UT,Fireball,3,Fireball Falling From The Sky,10/15/2002,40.2338889,-111.6577778,3
Lander,WY,Circle,1,A Green Circular Light Appeared And Then Darted Behind The Mountains,10/15/2002,42.8330556,-108.73,1
Corcoran,MN,Light,120,Disapearing Light,10/15/2002,45.0952778,-93.5472222,120
Spring Hill,FL,Light,120,Unidentified Object In Florida.,12/23/2002,28.5555556,-82.4505556,120
Holland,MI,Cone,420,To Sum It Uphmmm....What Was It?,10/7/2003,42.7875,-86.1088889,420
Shell Knob,MO,Sphere,900,Ufo Seen Hovering Over Field On Route 13 About A 1/4 Mile From Washington Street. This Was No Plane Had No Sound Nothing Beam Of Ligh,10/7/2003,36.6322222,-93.6341667,900
Rainbow Lakes Estates,FL,Other,45,Ghost Airplane So Large Dissapears With No Sound In Day Time.,10/31/2003,29.1458333,-82.4994444,45
Lebanon Church,VA,Cigar,900,Unexplained Objects In A Very Clear Sky  Cigar Shaped W/ A Possible Split Tail Configuration Both Shiny/Bright,10/15/2003,39.055,-78.3683333,900
Annapolis,MD,Triangle,120,A Black Triangle Near The Naval Academy Moved Silently And Would Hover.,10/17/2003,38.9783333,-76.4925,120
Parker,CO,Chevron,60,Boomerang-Shaped Object Travels Over Suburban Neightborhood Toward Rocky Mountains In Denver Colorado.,12/19/2003,39.5186111,-104.7608333,60
Kansas City,MO,Teardrop,5,The Objectwhile Lit Flew Faster Than Any Plane Ive Ever Seen.,10/7/2003,39.0997222,-94.5783333,5
La Vista,NE,Other,5400,The Motionless Objects Sparkled Like Jewelsthen Came Together And Back To Formstion In A Split Second.,10/7/2003,41.1838889,-96.0308333,5400
Lebanon,TN,Triangle,300,Triangular Object Hovering Over Power Lines.,10/27/2004,36.2080556,-86.2911111,300
Greenbelt,MD,Changing,240,Daylight Spherical Object Projects Vertical Electrical Blue Column To Four Times Its Diameter Downward While Over Nasa Goddard Sfc..,10/27/2004,39.0044444,-76.8758333,240
Oak Lawn,IL,Disk,10,1950S Type Style U.f.o Ready And Waxed,10/27/2004,41.7108333,-87.7580556,10
Placerville,CA,Disk,300,8 Objects Flying In A Figure 8 Pattern..At A Very High Altitude..,2/8/2005,38.7297222,-120.7975,300
Normal,IL,Other,1200,Three Of Us Saw 3 Seemingly Tumbling Shiny Objects Move Leisurely Across The Sky  Holding In Pattern Briefly Then Vanish To The East,10/27/2004,40.5141667,-88.9905556,1200
Monroeville,NJ,Triangle,180,Bright Orange Lights Silently Andl Slowly Move High Among The Stars And Then Desend Quickly And Hoovered Over My Car...,10/27/2004,39.6288889,-75.1597222,180
Alameda,CA,Light,180,Single Object Met Up With Two Other Objects And All 3 Flew In Formation. Unique Strobe Sequence.,10/27/2004,37.7652778,-122.2405556,180
Comstock,MI,Disk,60,A Saucer Shaped Object Traveling Very Fast And With Amazing Ability To Make Sharp Smooth Turns.,10/27/2004,42.2866667,-85.5133333,60
Oakland,CA,Other,240,While On Field Trip With Astronomy Class Sighted Noiseless Craft Flying At A Very High Rate Of Speed While Performing Erratic Flight,10/27/2004,37.8044444,-122.2697222,240
Marietta,PA,Triangle,60,Slow And Low Flying Triangular Craft With Lights Some Blinking With A Slight Engine Sound,10/27/2004,40.0569444,-76.5525,60
Nampa,ID,Formation,3600,Bright Orange Rectangles That Turned Into A Blinking Hovering Light Followed By A Line Of Blue And Red Planes With Triangles.,10/27/2004,43.5408333,-116.5625,3600
Grand Rapids,MI,Sphere,60,Spherical Craft The Size Of A Car With A Bright Red Light Hovered Over The Apartment Building Across From The Holiday Inn,10/27/2004,42.9633333,-85.6680556,60
Placerville,CA,Disk,3600,I Saw 5 Saucers Above Placerville Ca.  ((Nuforc Note:  Possible Sighting Of Twinkling Stars??  Pd)),10/27/2004,38.7297222,-120.7975,3600
Huachuca City,AZ,Cigar,900,A Cigar Shaped Object Leaning To Left Moved Thru Storm Clouds Moved To Lean Right And Then To A Dot And Moved Toward Another Storm.,2/14/2006,31.6277778,-110.3333333,900
Mason City,IA,Light,300,Strange Flying Object,10/20/2005,43.1536111,-93.2008333,300
Park Forest,IL,Oval,300,I Saw 3 Round Strange Looking Objects In The Sky,10/11/2005,41.4913889,-87.6744444,300
Cedar Falls,IA,Light,600,Red Light,10/11/2005,42.5277778,-92.4452778,600
Hempstead,TX,Cigar,600,Bright Object Over Hwy 290 Hempstead Tx,10/11/2005,30.0972222,-96.0780556,600
Bartonville,IL,Triangle,12,Pekin Il,10/11/2005,40.6502778,-89.6519444,12
Lynchburg,VA,Triangle,45,Black Triangle Three White Lights What Was That?,12/16/2005,37.4136111,-79.1425,45
Katy,TX,Unknown,5,Pulled Into Driveway After Work And Looked Into The Sky To Notice The Stars With It Being A Clear Sky And All Of A Sudden An Aircraft O,10/11/2005,29.7855556,-95.8241667,5
Columbia,MO,Flash,3,Stephens Park Columbia Mo.  Football Shaped Light In The Sky Takes Odd Turn.,10/30/2006,38.9516667,-92.3338889,3
Orchard Park,NY,Light,1800,Update And Correction,10/30/2006,42.7675,-78.7441667,1800
Chester,NJ,Disk,10,I Saw A Disc Shaped Object Flying Across The Sky.,10/30/2006,40.7841667,-74.6972222,10
Phoenix,AZ,Other,5400,Amorphous Black Object Hovering Over Phoenix For 1.5 Hours,10/30/2006,33.4483333,-112.0733333,5400
Grand Rapids,MI,Cigar,300,Standing In The Front Yard 4 Of Us Watched A Silver Cigar Shaped Craft Move Slowly Across The Sky And Suddenly Pick Up Speed Andvanish,10/30/2006,42.9633333,-85.6680556,300
Texarkana,TX,Triangle,300,Hugh Triangle Larger Than 2 747S Put Together. I Observed It Through 8 Power Binoclars. It Was A Very Bright White Color Appx. 15000,10/30/2006,33.425,-94.0475,300
Centerville,OH,Changing,7200,Daytonoh. Very Bright Round Objects In A Group Of 10 Then 2 Very Different Shapesand 1 Stationary Object,10/30/2006,39.6283333,-84.1594444,7200
Lisbon,OH,Light,10,Dot Of Light Moves Across The Sky Twice.,10/30/2006,40.7719444,-80.7683333,10
Bakersville (Roan Mountain),NC,Disk,10,I Dont Have A Calandar Handy It Was On The First Friday In October 06. I Observed A Round Object For About 8 Or 10 Seconds. It Had A,4/27/2007,36.0155556,-82.1588889,10
Brighton,CO,Other,15,Craft With Lights Hovering Over Houses At Night,10/30/2006,39.9852778,-104.82,15
Topeka,KS,Triangle,3,Not A Real Believer But What Were Those Lights.,7/5/2008,39.0483333,-95.6777778,3
New York City (Upstate),NY,Cigar,60,Driving In Upstate Ny I Noticed What Looked To Be A Plane Without Wings Stoped In The Sky Lower Than What Planes Fly It Was Stoped On,11/28/2007,40.7141667,-74.0063889,60
Johnstown,NE,Rectangle,180,My Report To The Ufo Website October 6 2007 5:45 A.m. Central Approximately Three Miles West Of Johnstown Nebraska   On October 6 20,11/28/2007,42.5716667,-100.0577778,180
Oak View,CA,Egg,60,Egg-Shaped Rust-Colored Craft In Oak View Ca Rapidly Traveling North To South On Sat. Oct. 6.,11/28/2007,34.4,-119.2991667,60
Brownlee (Southwest Of),NE,Oval,120,I Sighted A Ufo On Oct. 6 2007 And Reported It On This Site.  Approximately A Month Later I Believe It Was Nov. 7 2007 I Saw Someth,8/27/2009,42.2880556,-100.6252778,120
Franklinton,LA,Unknown,18,Observed Redgreen And White Lights Hovering  Wnw Of Franklinton La. With 3 Flickering Lights To The North.,10/8/2007,30.8469444,-90.1530556,18
Arlington Heights,IL,Teardrop,60,Teardrop Shaped Object Over Arlington Heights,11/28/2007,42.0883333,-87.9805556,60
Boonville,IN,Light,1800,Strage Object Flying Over Ohio River Very Large And Moving Slow.,11/28/2007,38.0491667,-87.2741667,1800
Huntington Beach,CA,Rectangle,900,Ufo Sighting Over Hungtington Beach Ca Cluster Of Lights In Diamond Shape Several Witnesses,11/28/2007,33.6602778,-117.9983333,900
Mountain View,CA,Light,25,Three Strange Groups Of Erratically Moving Orange Points Of Light Move North Over The Califonia Sky.,11/28/2007,37.3861111,-122.0827778,25
Sedalia,CO,Light,300,Two Orange Pulsing Lights Seemingly Connected And Hovering In Sky,10/8/2007,39.4369444,-104.9591667,300
Woodstock,IL,Triangle,10800,I Saw Several Triangle-Shaped Objects Flying/Hovering Between Woodstock And Crystal Lake.,10/8/2007,42.3147222,-88.4486111,10800
Walton,KY,Circle,3600,Busy Night In The Sky Above Northern Ky,10/8/2007,38.8755556,-84.6102778,3600
Willow,AK,Circle,2,One Glow In The Dark Green Orb Flying In A Northward Direction Above The Treeline Visible For Only Seconds.,10/8/2007,61.7472222,-150.0375,2
Los Angeles,CA,Formation,10,I Live In Los Angeles. At Approximately 10:10Pm Tonight I Walked Out My Back Door To Throw Some Trash Away In The City Container. As I,10/8/2007,34.0522222,-118.2427778,10
Lanagan,MO,Light,600,Redwhiteblue Light Seen In Nw Sky 4 Times In Last Two Weeks Moves Horizontiallyand Remains Stationary. ((Nuforc Note:  Star?  Pd)),10/31/2008,36.6080556,-94.4475,600
Conshohocken,PA,Cigar,600,A Silver Cigar Shaped Object Remained Stationary Very High Over Headwell Above The Horizon Close To Zenith In The Western Sky For Abou,1/10/2009,40.0791667,-75.3019444,600
Hadley,MA,Oval,12,Flat Circular Cloud Formation Falling From The Sky As If Heavy Then Hovering,10/31/2008,42.3416667,-72.5888889,12
Green Lake,WI,Light,300,Bright Orange Lights Falling Straight Down From White Lights,10/31/2008,43.8441667,-88.96,300
Chagrin Falls,OH,Triangle,600,It Was To Long And Going Much To Slow To Be A Plane. It Was Huge I Couldnt Believe What I Has Seen.,10/31/2008,41.4361111,-81.3866667,600
Henderson,NV,Other,60,Bright Blob Over Henderson Nv,10/31/2008,36.0397222,-114.9811111,60
Bridgeport,CT,Triangle,900,Three Brightly Lit Arrow Shaped  Objects Observed In Night Sky,10/31/2008,41.1669444,-73.2052778,900
Albuquerque,NM,Light,300,In The Ssw About Degrees Above The Horizon Seemingly Under Some Low Clouds My Wife And I Saw An Upright Cylinder Shaped Light That W,10/31/2008,35.0844444,-106.6505556,300
Victor,NY,Sphere,120,A Small White Ping-Pong-Like Ball Approached My Car.,12/12/2009,42.9825,-77.4091667,120
Lubbock,TX,Sphere,3.8,Green Spherical Object With No Trails Of Light Behind It Suggesting That It Could Have Been A Shooting Star.,10/31/2008,33.5777778,-101.8547222,3.8
Newark,NJ,Circle,1800,Strange Flickering Lights Over Newark Nj,12/12/2009,40.7355556,-74.1727778,1800
Ashburn,VA,Disk,300,Object Moving Unilaterally,12/12/2009,39.0436111,-77.4877778,300
Durango,CO,Light,180,Two Moving Lights Over North-Central New Mexico 7:36 Pm Tue Oct 6 2009,12/12/2009,37.2752778,-107.8794444,180
Gila Bend (Near),AZ,Light,3600,Strange Lights Near Gila Bend Az.,12/12/2009,32.9477778,-112.7161111,3600
Gary,IN,Light,2700,A  Group Of Lights With Strange And Independent Movement Were Hovering Over The Southern Shores Of Lake Michigan,12/12/2009,41.5933333,-87.3463889,2700
Harrisonburg,VA,Triangle,300,Triangles Dancing In The Sky,11/21/2010,38.4494444,-78.8691667,300
Madison,WI,Oval,3,3 High Altitude Redish Purple Lights That Moved Oddly Across The Nights Sky.,11/21/2010,43.0730556,-89.4011111,3
Appleton,WI,Light,120,I Was Walking With My Friend As We Were Taking The Dog Out. As I Go To Catch Up With Him He Spots This Bright Bulb Of Light That Seeme,11/21/2010,44.2619444,-88.4152778,120
Chaska,MN,Teardrop,5,Silver Tear Drop Shape Object Moving At A High Rate Of Speed From North To South.,11/21/2010,44.7894444,-93.6019444,5
Elk Grove Village,IL,Circle,1200,Traveling Towards Ohare/Chicago Huge Low Flying 3 Tiered Inverted Triangle Flying Objects,11/21/2010,42.0038889,-87.9702778,1200
Miami,FL,Circle,45,The Early Afternoon Of October 6 2010 Which Was 6:45Pm I Was Sitting In My Living Room And Sense I Have A Sliding Door That Anyone Cou,1/31/2011,25.7738889,-80.1938889,45
Edgerton,KS,Disk,5400,Ufo Sighting Night 2.  ((Nuforc Note:  Twinkling Stars We Suspect.  Pd)),11/21/2010,38.7647222,-95.0077778,5400
Lexington,KY,Other,30,Semi-Length Lights,11/21/2010,37.9886111,-84.4777778,30
Chalk Hill,TX,Rectangle,120,Hovering Lights Above Tree Line In Remote Wooded Area.,11/21/2010,32.3527778,-94.6508333,120
Moran,TX,Flash,900,Burnt Orange Balls In The Sky In Shackelford County Texas,11/21/2010,32.5475,-99.1655556,900
Spring Hill,FL,Other,25,V Shaped Object Appears Almost Cloaked In The Night Sky Headed South Along U.s. 19,11/21/2010,28.5555556,-82.4505556,25
Williamsburg,VA,Oval,60,Helicopter Chasing An Oval Shaped Craft Outer Part Black And The Middle Was Glowing Green .,11/21/2010,37.2705556,-76.7077778,60
Spring Hill,FL,Formation,3,3 Or 4 Faint Light Formation Traveling South To South East In Perfect Formation Across Sky.,11/21/2010,28.5555556,-82.4505556,3
Moncks Corner,SC,Fireball,30,Brilliant White Falling Object Over Coastal South Carolina.,10/10/2011,33.1958333,-80.0133333,30
Grants Pass (Just Outside Merlin),OR,Circle,120,Black Object Move Across Cloudy Night Sky,10/19/2011,42.4391667,-123.3272222,120
Stillwater,OK,Disk,420,((Hoax??))  I Came From The Northwest And Flew Over Our Building.,10/10/2011,36.1155556,-97.0580556,420
Cincinnati,OH,Light,300,I Was Outside Smoking A Cigarette When I Looked Down To The End Of My Street And Saw A Pulsing Light. I Wasnt Sure If I Should Walk Do,10/10/2011,39.1619444,-84.4569444,300
Newburgh,IN,Light,1,Stationary White Light Faded In And Out,10/10/2011,37.9444444,-87.4052778,1
San Antonio,TX,Light,1,A White Light Traveling  Randomly At A Very High Rate Of Speed,12/12/2011,29.4238889,-98.4933333,1
Buffalo,MO,Other,30,Unusual Aircraft,10/10/2011,37.6459,-93.0942,30
Frederick,MD,Sphere,1500,I Saw A Golden Sphere Hovering A Couple Miles Out Possibly Over Camp David.  ((Nuforc Note:  Weather Balloon??  Pd)),10/10/2011,39.4141667,-77.4108333,1500
Tampa,FL,Sphere,2,Chilling Giant Bright Green Ball Of Fire Between Lakewood (Providence) And Hwy 41.,1/24/2012,27.9472222,-82.4586111,2
Macon,GA,Fireball,15,Fireball Object That Looked Like Exploded Above Ground About Power Line Height Continued Going Down Road.,10/10/2011,32.8405556,-83.6325,15
Tampa,FL,Sphere,60,It Was A Large Green Sphere Streaking From The East Toward The West (Toward Tampa Bay  Gulf).  It Had A Tail Like A Comet Tail Extend,10/10/2011,27.9472222,-82.4586111,60
Hampton,GA,Oval,3,Green Object Flew In And Out Of My Los In 3 Sec.,10/10/2011,33.3869444,-84.2830556,3
Flowery Branch,GA,Circle,120,A Quiet Red Ball Flying Overhead At Moderate Speed Over North East Georgia,10/10/2011,34.185,-83.9252778,120
Flowery Branch,GA,Oval,90,Large Red Oval Object Flying Over Hall County Ga,10/10/2011,34.185,-83.9252778,90
Bangs,TX,Unknown,1800,On 10-6-11 In Bangs Texas There Were About One Hundred Lights In The Sky That Seemed To Light Up At Random And Then After About 10 Mi,10/10/2011,31.7169444,-99.1322222,1800
Bangs,TX,Unknown,1800,On 10-6-11 In Bangs Texas There Were About One Hundred Lights In The Sky.  ((Nuforc Note:  Possible Stars??  Pd)),5/13/2012,31.7169444,-99.1322222,1800
Davie,FL,Light,2,Two Circular Lights That Dissapeared In The Night Sky.,10/10/2011,26.0625,-80.2333333,2
Ghent,NY,Light,5400,Multiple Colored Lights With Erratic Movements.  ((Nuforc Note:  We Suspect A Twinkling Star.  Pd)),12/12/2011,42.3291667,-73.6161111,5400
San Diego,CA,Light,2,Fast Moving Orange Light Over San Diego.,10/10/2011,32.7152778,-117.1563889,2
Saint Petersburg,FL,Circle,2700,It Was Circular And Moved Without Restriction In The Air And Just Watched Things. ((Nuforc Note:  We Suspect A Twinkling Star.  Pd)),12/12/2011,27.7705556,-82.6794444,2700
Cranston,RI,,90,I Am A Retired Plychologist Age 64. I Sit Out Every Night Till About 2Pm Facing The South. I Saw  A Large Round Orange Ball Like A Pu,10/30/2012,41.7797222,-71.4377778,90
New York City (Bronx),NY,Light,5,A Moving Solid Light,10/30/2012,40.7141667,-74.0063889,5
Manchester,WA,Fireball,900,Flaming Object Seen In Sky Over West Seattle Wa October 6 2012 - 7:15 Am,10/30/2012,47.5561111,-122.5436111,900
Ocean Beach,CA,Disk,120,Orange Ufo,10/30/2012,32.7444444,-117.2611111,120
Havertown,PA,Circle,600,5 Orange Dots Flying In Formation. With Multiple Formations.,10/30/2012,39.9808333,-75.3088889,600
